Process_Id,Client_Id,Client_Segment,Recorded,Process_Name,Duration,Cost,Number_of_Errors
77,750O43,Individual,2024-06-28 19:45,Deposit,11,11,1
78,397A74,Individual,2024-06-28 17:57,Withdrawal,1,0,0
79,278I33,Corporate,2024-06-28 17:44,Withdrawal,430,757,0
80,341B13,Corporate,2024-06-28 17:29,Withdrawal,,20,0
81,288K76,Individual,2024-06-28 17:11,Loan,18,61,2
82,627U77,Corporate,2024-06-28 17:07,Loan,30,,1
83,685Y26,Individual,2024-06-28 16:59,Loan,29,34,0
84,561E75,Corporate,2024-06-28 15:19,Deposit,12,25,0
85,387I61,Individual,2024-06-28 14:40,Withdrawal,-2,9,0
86,326S92,Individual,2024-06-28 14:19,Deposit,8,29,0
87,212C16,Individual,2024-06-28 13:42,Loan,31,41,0
88,136H40,Individual,2024-06-28 13:25,Withdrawal,12,8,0
89,729R53,Individual,2024-06-28 13:24,Deposit,10,33,0
90,376H25,Corporate,2024-06-28 13:21,Withdrawal,4,22,0
91,263N32,Corporate,2024-06-28 12:37,Withdrawal,1,19,0
92,275I68,Individual,2024-06-28 12:18,Withdrawal,,-7,1
93,584O30,Individual,2024-06-28 11:39,Loan,32,56,0
94,915N90,Individual,2024-06-28 10:51,Loan,23,36,0
95,425V52,Corporate,2024-06-28 10:33,Withdrawal,8,11,1
96,629F57,Corporate,2024-06-28 10:33,Loan,29,61,0
97,274H32,Individual,2024-06-28 9:41,Deposit,2,22,0
98,996K62,Corporate,2024-06-28 9:26,Deposit,13,227,0
99,356G86,Individual,2024-06-28 9:22,Deposit,9,9,0
100,270F51,Individual,2024-06-28 9:19,Loan,,40,0
101,464R77,Corporate,2024-06-28 9:02,Withdrawal,2,0,0
102,171U48,Individual,2024-06-28 8:49,Deposit,24,9,0
103,768U49,Corporate,2024-06-28 8:37,Deposit,5,13,0
104,164L90,Corporate,2024-06-28 8:36,Loan,32,41,0
105,286D68,Corporate,2024-06-28 8:31,Loan,34,49,0
106,756E48,Corporate,2024-06-28 8:30,Loan,36,52,0
107,648E75,Corporate,2024-06-28 8:14,Withdrawal,,19,0
108,559Z94,Corporate,2024-06-28 7:42,Withdrawal,8,13,0
109,526K74,Individual,2024-06-28 7:21,Loan,420,52,0
110,319G40,Corporate,2024-06-28 7:03,Deposit,14,29,1
111,604V29,Corporate,2024-06-28 6:45,Loan,26,44,0
112,331B76,Individual,2024-06-28 6:44,Deposit,9,22,0
113,144J96,Individual,2024-06-28 6:17,Loan,16,55,0
114,657J75,Corporate,2024-06-28 5:39,Withdrawal,0,19,1
115,938U17,Individual,2024-06-28 5:28,Deposit,445,3,0
116,679L61,Individual,2024-06-28 4:46,Withdrawal,4,29,0
117,611U74,Corporate,2024-06-28 4:36,Deposit,7,34,0
118,618R35,Corporate,2024-06-28 3:54,Deposit,3,51,1
119,340I93,Individual,2024-06-28 3:32,Loan,34,65,0
120,695R26,Corporate,2024-06-28 3:24,Deposit,,25,1
121,415R93,Individual,2024-06-28 3:19,Loan,22,,0
122,958O92,Individual,2024-06-28 2:42,Withdrawal,6,21,0
123,727P47,Corporate,2024-06-28 2:41,Loan,19,33,3
124,945H73,Individual,2024-06-28 1:36,Withdrawal,13,541,0
125,316E67,Individual,2024-06-28 0:57,Withdrawal,6,0,0
126,764P78,Individual,2024-06-28 0:08,Loan,20,65,1
127,192H24,Corporate,2024-06-27 23:51,Deposit,9,26,0
128,119R62,Corporate,2024-06-27 22:53,Withdrawal,7,18,0
129,795N90,Individual,2024-06-27 22:26,Deposit,8,29,0
130,589W13,Corporate,2024-06-27 22:18,Withdrawal,1,-7,1
131,803X53,Individual,2024-06-27 21:48,Withdrawal,10,7,0
132,141Q49,Individual,2024-06-27 21:41,Withdrawal,10,1,0
133,621X89,Individual,2024-06-27 20:09,Loan,,50,0
134,239I52,Individual,2024-06-27 19:39,Loan,32,37,0
135,974H49,Individual,2024-06-27 19:03,Withdrawal,0,-1,0
136,433L83,Corporate,2024-06-27 18:34,Loan,34,33,0
137,609F27,Individual,2024-06-27 16:46,Loan,42,59,1
138,328P33,Corporate,2024-06-27 16:22,Withdrawal,6,522,0
139,777X53,Individual,2024-06-27 16:12,Withdrawal,-5,30,1
140,329Q18,Corporate,2024-06-27 16:10,Loan,33,49,0
141,945T58,Corporate,2024-06-27 15:05,Loan,34,47,0
142,548H86,Corporate,2024-06-27 13:57,Withdrawal,8,914,1
143,525D57,Corporate,2024-06-27 13:27,Loan,28,34,0
144,305U26,Corporate,2024-06-27 13:19,Withdrawal,10,24,0
145,660D11,Individual,2024-06-27 13:10,Deposit,10,9,0
146,620Z29,Corporate,2024-06-27 12:53,Withdrawal,6,0,0
147,949W28,Corporate,2024-06-27 12:21,Withdrawal,9,-7,3
148,642W78,Corporate,2024-06-27 11:49,Withdrawal,6,,0
149,166O66,Corporate,2024-06-27 11:00,Deposit,4,20,0
150,596Q84,Individual,2024-06-27 10:33,Withdrawal,6,0,0
151,704D67,Corporate,2024-06-27 9:34,Withdrawal,3,-4,1
152,879S72,Corporate,2024-06-27 8:58,Withdrawal,3,2,0
153,898O14,Individual,2024-06-27 8:48,Deposit,7,11,0
154,591G48,Individual,2024-06-27 8:30,Deposit,8,19,0
155,248V88,Corporate,2024-06-27 8:26,Loan,32,30,0
156,754T62,Individual,2024-06-27 8:19,Deposit,10,14,1
157,946E26,Individual,2024-06-27 7:47,Withdrawal,0,911,0
158,830Q10,Individual,2024-06-27 7:44,Withdrawal,-8,7,3
159,865E97,Individual,2024-06-27 7:29,Loan,38,31,0
160,754J33,Corporate,2024-06-27 7:01,Loan,202,46,0
161,571O39,Corporate,2024-06-27 6:02,Withdrawal,5,2,0
162,810Q94,Individual,2024-06-27 5:18,Loan,32,58,0
163,168B46,Individual,2024-06-27 5:03,Deposit,11,25,1
164,619W77,Corporate,2024-06-27 4:47,Withdrawal,11,11,0
165,872L47,Individual,2024-06-27 3:54,Withdrawal,9,6,0
166,918R43,Corporate,2024-06-27 2:32,Deposit,2,1,1
167,299F37,Corporate,2024-06-27 2:15,Withdrawal,12,-4,0
168,859O58,Corporate,2024-06-27 1:38,Withdrawal,,23,0
169,186K22,Corporate,2024-06-27 0:38,Deposit,1,27,0
170,431Z76,Individual,2024-06-27 0:36,Loan,29,63,0
171,885D11,Individual,2024-06-27 0:18,Withdrawal,4,16,0
172,715L69,Individual,2024-06-26 23:36,Deposit,206,598,0
173,153T10,Corporate,2024-06-26 23:04,Deposit,19,20,0
174,515Q48,Individual,2024-06-26 22:33,Loan,28,37,1
175,551H23,Corporate,2024-06-26 22:14,Loan,,41,0
176,922K52,Corporate,2024-06-26 21:52,Withdrawal,4,15,3
177,976X43,Corporate,2024-06-26 20:59,Deposit,7,,0
178,386U54,Individual,2024-06-26 20:53,Withdrawal,12,12,0
179,595G85,Corporate,2024-06-26 20:33,Deposit,16,,1
180,439T14,Individual,2024-06-26 20:24,Deposit,,15,3
181,831X37,Individual,2024-06-26 20:19,Withdrawal,-1,-18,0
182,375M76,Corporate,2024-06-26 20:01,Withdrawal,7,8,0
183,766U92,Individual,2024-06-26 19:38,Deposit,9,16,0
184,972E42,Corporate,2024-06-26 19:31,Deposit,6,19,1
185,827S66,Corporate,2024-06-26 19:30,Withdrawal,-5,24,2
186,838E32,Individual,2024-06-26 19:22,Loan,37,46,0
187,699R17,Individual,2024-06-26 19:11,Deposit,10,17,0
188,690Z18,Corporate,2024-06-26 18:11,Loan,24,931,0
189,327Q51,Individual,2024-06-26 18:08,Withdrawal,0,14,0
190,188D76,Corporate,2024-06-26 17:33,Loan,36,736,0
191,347I78,Individual,2024-06-26 17:33,Loan,40,46,0
192,932E59,Corporate,2024-06-26 17:27,Deposit,9,2,2
193,201D31,Individual,2024-06-26 16:37,Deposit,14,,0
194,779M23,Corporate,2024-06-26 15:54,Loan,31,23,0
195,110S56,Individual,2024-06-26 15:37,Deposit,15,22,0
196,340U88,Corporate,2024-06-26 15:30,Loan,33,70,0
197,630Q17,Individual,2024-06-26 15:13,Loan,31,57,0
198,149L26,Individual,2024-06-26 14:48,Withdrawal,6,843,0
199,331F49,Individual,2024-06-26 14:27,Loan,37,34,1
200,199Q87,Corporate,2024-06-26 13:34,Withdrawal,,-2,0
201,606G59,Individual,2024-06-26 12:15,Deposit,187,21,0
202,733F47,Corporate,2024-06-26 11:25,Loan,35,30,1
203,719T12,Individual,2024-06-26 11:12,Withdrawal,225,3,0
204,528Y98,Corporate,2024-06-26 10:52,Withdrawal,-5,3,0
205,770W38,Individual,2024-06-26 10:48,Withdrawal,1,23,1
206,137H64,Individual,2024-06-26 10:37,Loan,34,44,1
207,949W38,Individual,2024-06-26 8:32,Deposit,,13,0
208,193R98,Individual,2024-06-26 8:31,Loan,33,55,2
209,589F62,Individual,2024-06-26 7:49,Deposit,1,-3,0
210,589T91,Corporate,2024-06-26 7:38,Withdrawal,,-18,3
211,734J11,Individual,2024-06-26 7:37,Loan,37,57,0
212,711N11,Individual,2024-06-26 7:27,Withdrawal,219,2,0
213,860Y23,Corporate,2024-06-26 6:46,Deposit,10,,0
214,763G57,Individual,2024-06-26 5:54,Withdrawal,0,21,0
215,854D90,Individual,2024-06-26 5:50,Withdrawal,1,24,0
216,276Y54,Individual,2024-06-26 5:16,Deposit,7,573,0
217,147N29,Corporate,2024-06-26 5:15,Deposit,6,,0
218,722X76,Individual,2024-06-26 4:49,Withdrawal,2,-3,0
219,393J71,Individual,2024-06-26 4:44,Deposit,1,16,0
220,694R65,Corporate,2024-06-26 4:17,Loan,31,39,0
221,952C89,Individual,2024-06-26 3:58,Loan,38,42,2
222,364L37,Corporate,2024-06-26 3:47,Deposit,15,19,0
223,456M45,Individual,2024-06-26 3:10,Loan,28,45,1
224,554R91,Individual,2024-06-26 1:16,Withdrawal,0,-13,3
225,422J86,Corporate,2024-06-26 0:35,Deposit,11,15,0
226,615P83,Corporate,2024-06-26 0:29,Loan,20,49,0
227,936X36,Individual,2024-06-26 0:25,Deposit,4,10,0
228,463E91,Individual,2024-06-25 23:59,Loan,32,33,0
229,217U77,Individual,2024-06-25 23:37,Deposit,18,,0
230,967W16,Corporate,2024-06-25 23:10,Withdrawal,2,9,4
231,230G15,Corporate,2024-06-25 22:42,Withdrawal,11,12,0
232,485H15,Individual,2024-06-25 21:48,Deposit,6,17,2
233,272E67,Individual,2024-06-25 21:26,Loan,37,46,0
234,962L22,Individual,2024-06-25 20:57,Loan,36,50,0
235,688U77,Individual,2024-06-25 20:54,Deposit,17,28,1
236,856Q77,Individual,2024-06-25 20:44,Loan,33,72,0
237,657S22,Corporate,2024-06-25 20:06,Loan,36,50,3
238,327O80,Individual,2024-06-25 19:55,Deposit,5,32,0
239,989Y31,Corporate,2024-06-25 19:30,Loan,29,43,0
240,126N96,Individual,2024-06-25 18:26,Withdrawal,124,38,0
241,125Q73,Individual,2024-06-25 17:47,Loan,22,51,0
242,641M80,Individual,2024-06-25 17:45,Deposit,0,691,1
243,849D87,Corporate,2024-06-25 16:00,Deposit,11,,0
244,123D80,Corporate,2024-06-25 14:23,Deposit,6,,0
245,570S36,Corporate,2024-06-25 13:26,Withdrawal,0,947,0
246,707P26,Individual,2024-06-25 13:18,Loan,30,55,0
247,895M32,Individual,2024-06-25 13:12,Deposit,7,13,1
248,630P92,Corporate,2024-06-25 12:53,Deposit,3,19,2
249,498U81,Corporate,2024-06-25 12:52,Deposit,4,7,0
250,741O79,Corporate,2024-06-25 12:47,Loan,41,37,0
251,664W55,Corporate,2024-06-25 12:22,Loan,,39,0
252,520S50,Individual,2024-06-25 12:05,Loan,27,34,0
253,928A57,Individual,2024-06-25 11:59,Loan,,48,0
254,493P10,Individual,2024-06-25 11:26,Loan,452,60,0
255,150H91,Corporate,2024-06-25 10:53,Loan,43,69,2
256,919L60,Corporate,2024-06-25 9:55,Deposit,324,1,0
257,785N66,Individual,2024-06-25 9:48,Withdrawal,8,-1,1
258,500H56,Corporate,2024-06-25 9:17,Deposit,10,11,0
259,200W27,Individual,2024-06-25 9:03,Withdrawal,9,24,0
260,926V35,Individual,2024-06-25 7:19,Deposit,4,15,1
261,230Z96,Corporate,2024-06-25 7:15,Deposit,9,30,0
262,527I10,Individual,2024-06-25 6:08,Withdrawal,,8,1
263,107J67,Corporate,2024-06-25 3:54,Deposit,12,16,0
264,843B89,Corporate,2024-06-25 3:45,Withdrawal,-1,23,2
265,415S71,Corporate,2024-06-25 3:25,Withdrawal,1,1,1
266,767V62,Corporate,2024-06-25 3:03,Withdrawal,,11,0
267,937L83,Individual,2024-06-25 3:01,Deposit,9,29,0
268,661Y22,Individual,2024-06-25 2:01,Loan,26,52,0
269,884K92,Individual,2024-06-25 1:28,Deposit,6,35,0
270,368U83,Corporate,2024-06-25 1:09,Deposit,0,480,0
271,561F41,Corporate,2024-06-25 0:40,Withdrawal,-1,12,0
272,621Q72,Corporate,2024-06-25 0:02,Withdrawal,15,17,1
273,621G16,Individual,2024-06-24 23:54,Loan,24,46,0
274,825P51,Corporate,2024-06-24 23:36,Withdrawal,6,8,0
275,928P59,Corporate,2024-06-24 22:55,Loan,35,47,3
276,639M39,Corporate,2024-06-24 22:48,Deposit,18,,0
277,615P15,Corporate,2024-06-24 22:03,Withdrawal,0,14,0
278,923Q21,Individual,2024-06-24 21:52,Deposit,3,21,0
279,931T97,Individual,2024-06-24 21:27,Loan,31,45,0
280,211T41,Corporate,2024-06-24 21:23,Loan,32,40,0
281,785G65,Corporate,2024-06-24 20:29,Loan,22,55,0
282,310Q52,Individual,2024-06-24 19:56,Deposit,11,37,0
283,929J58,Individual,2024-06-24 18:18,Loan,,38,0
284,193I93,Individual,2024-06-24 16:48,Loan,39,51,0
285,551O16,Corporate,2024-06-24 16:34,Deposit,-1,,1
286,302X80,Corporate,2024-06-24 16:29,Deposit,11,0,0
287,814A71,Individual,2024-06-24 16:20,Loan,28,40,0
288,444B34,Corporate,2024-06-24 16:15,Withdrawal,3,19,1
289,416Z14,Corporate,2024-06-24 15:56,Loan,30,41,0
290,977I14,Corporate,2024-06-24 15:52,Withdrawal,3,20,0
291,246V41,Corporate,2024-06-24 15:31,Deposit,13,38,0
292,728N49,Corporate,2024-06-24 15:29,Deposit,16,17,0
293,622P54,Individual,2024-06-24 15:19,Deposit,,4,1
294,198H10,Individual,2024-06-24 14:16,Deposit,9,,0
295,530P97,Individual,2024-06-24 14:00,Deposit,11,32,0
296,367U69,Corporate,2024-06-24 13:52,Deposit,3,-3,1
297,492K96,Individual,2024-06-24 13:31,Deposit,26,22,0
298,837F17,Corporate,2024-06-24 11:17,Withdrawal,19,21,0
299,596P39,Individual,2024-06-24 11:11,Loan,30,34,0
300,422Q56,Corporate,2024-06-24 9:12,Loan,29,64,0
301,108U88,Corporate,2024-06-24 8:28,Deposit,-3,29,0
302,984V91,Individual,2024-06-24 6:20,Deposit,,36,2
303,694Q63,Individual,2024-06-24 5:01,Deposit,11,27,0
304,436F87,Individual,2024-06-24 4:36,Loan,28,57,0
305,323K72,Corporate,2024-06-24 4:24,Withdrawal,0,18,0
306,776D41,Individual,2024-06-24 4:13,Withdrawal,7,11,0
307,814P35,Individual,2024-06-24 3:42,Withdrawal,4,19,0
308,602D71,Corporate,2024-06-24 2:18,Loan,35,55,1
309,568W17,Corporate,2024-06-24 2:09,Withdrawal,-3,17,3
310,566K89,Corporate,2024-06-24 2:02,Deposit,8,21,0
311,633Q40,Corporate,2024-06-24 1:51,Deposit,13,20,1
312,665G29,Individual,2024-06-24 1:25,Loan,27,50,0
313,686U95,Corporate,2024-06-24 1:03,Withdrawal,1,9,0
314,614K48,Individual,2024-06-24 1:01,Loan,32,36,0
315,877I33,Individual,2024-06-23 23:25,Loan,28,52,4
316,319O69,Individual,2024-06-23 23:09,Withdrawal,6,-3,0
317,159V70,Individual,2024-06-23 22:57,Withdrawal,12,,0
318,492I70,Corporate,2024-06-23 22:37,Deposit,3,9,0
319,457Y70,Corporate,2024-06-23 22:35,Withdrawal,5,10,0
320,109O59,Corporate,2024-06-23 21:19,Withdrawal,0,447,0
321,115I95,Individual,2024-06-23 21:11,Deposit,6,30,0
322,703W54,Corporate,2024-06-23 20:32,Deposit,17,12,0
323,255Q85,Individual,2024-06-23 20:32,Deposit,0,19,0
324,902K31,Individual,2024-06-23 19:59,Deposit,11,,0
325,247C81,Corporate,2024-06-23 19:31,Withdrawal,2,14,0
326,702P16,Corporate,2024-06-23 19:31,Loan,22,48,2
327,129R48,Corporate,2024-06-23 19:20,Loan,29,37,0
328,876Z17,Corporate,2024-06-23 19:08,Loan,28,54,0
329,509T19,Corporate,2024-06-23 18:39,Deposit,10,20,0
330,175Y93,Corporate,2024-06-23 18:14,Withdrawal,1,-2,0
331,427X21,Individual,2024-06-23 18:04,Loan,29,71,0
332,565H64,Individual,2024-06-23 17:58,Withdrawal,6,12,0
333,449O81,Corporate,2024-06-23 17:44,Withdrawal,14,15,0
334,461M39,Corporate,2024-06-23 17:36,Deposit,6,18,0
335,481B88,Corporate,2024-06-23 17:33,Deposit,11,21,0
336,972L37,Corporate,2024-06-23 17:30,Withdrawal,282,-8,0
337,954Z89,Corporate,2024-06-23 17:22,Withdrawal,-2,16,2
338,818D72,Corporate,2024-06-23 16:35,Withdrawal,,1,0
339,340E75,Corporate,2024-06-23 16:14,Withdrawal,11,5,1
340,670A32,Corporate,2024-06-23 15:08,Withdrawal,,19,0
341,187P43,Corporate,2024-06-23 15:00,Withdrawal,0,,3
342,895I74,Corporate,2024-06-23 14:37,Deposit,6,22,0
343,550N95,Individual,2024-06-23 13:43,Withdrawal,0,19,0
344,945F55,Individual,2024-06-23 13:40,Withdrawal,8,0,0
345,523H20,Individual,2024-06-23 12:33,Loan,32,47,0
346,990Z23,Individual,2024-06-23 12:26,Loan,28,816,0
347,669V69,Corporate,2024-06-23 11:50,Loan,29,50,0
348,865R17,Corporate,2024-06-23 10:31,Deposit,14,30,0
349,886B79,Corporate,2024-06-23 9:58,Withdrawal,4,978,0
350,923I71,Individual,2024-06-23 9:53,Deposit,8,22,0
351,368G93,Corporate,2024-06-23 8:36,Withdrawal,5,13,0
352,835M31,Corporate,2024-06-23 8:14,Deposit,14,18,3
353,584P89,Corporate,2024-06-23 7:57,Deposit,18,,0
354,187E56,Corporate,2024-06-23 6:42,Deposit,9,14,0
355,914U23,Corporate,2024-06-23 6:23,Deposit,15,26,2
356,798J72,Corporate,2024-06-23 5:49,Loan,32,51,0
357,550D12,Corporate,2024-06-23 5:29,Deposit,7,20,1
358,424I25,Individual,2024-06-23 4:42,Deposit,13,27,0
359,926M10,Individual,2024-06-23 4:40,Withdrawal,10,,0
360,864W78,Individual,2024-06-23 3:56,Withdrawal,4,,0
361,423B58,Individual,2024-06-23 3:53,Loan,28,,2
362,413J51,Corporate,2024-06-23 3:37,Deposit,9,11,0
363,911P86,Corporate,2024-06-23 3:36,Withdrawal,0,-3,0
364,713B75,Individual,2024-06-23 3:29,Deposit,1,4,0
365,190O29,Corporate,2024-06-23 2:38,Deposit,5,22,0
366,410N30,Individual,2024-06-23 2:01,Deposit,16,10,0
367,367Y99,Individual,2024-06-23 1:55,Withdrawal,,14,3
368,242D23,Corporate,2024-06-23 1:15,Withdrawal,8,15,0
369,723Z42,Individual,2024-06-23 0:59,Deposit,2,13,0
370,311P55,Corporate,2024-06-23 0:52,Deposit,16,19,0
371,397C49,Individual,2024-06-23 0:38,Deposit,0,7,0
372,969B93,Corporate,2024-06-23 0:24,Withdrawal,13,8,0
373,958B79,Individual,2024-06-23 0:14,Deposit,8,31,0
374,521X26,Individual,2024-06-22 23:45,Loan,31,42,3
375,745Y33,Individual,2024-06-22 23:32,Deposit,9,2,1
376,325M54,Individual,2024-06-22 22:40,Loan,23,46,0
377,139U16,Corporate,2024-06-22 21:55,Withdrawal,,16,1
378,532I18,Corporate,2024-06-22 21:06,Deposit,4,26,0
379,754B57,Corporate,2024-06-22 20:25,Withdrawal,12,1,0
380,819N23,Individual,2024-06-22 19:58,Loan,29,52,0
381,696U18,Corporate,2024-06-22 19:45,Withdrawal,3,-9,0
382,308U29,Individual,2024-06-22 19:36,Withdrawal,4,22,0
383,220C75,Corporate,2024-06-22 19:29,Withdrawal,10,713,0
384,936U67,Individual,2024-06-22 19:20,Deposit,,22,0
385,817L63,Individual,2024-06-22 18:53,Withdrawal,4,22,0
386,978W33,Individual,2024-06-22 18:44,Loan,22,,0
387,797L26,Individual,2024-06-22 17:18,Deposit,,18,0
388,181Z39,Corporate,2024-06-22 17:14,Loan,19,58,0
389,412D38,Corporate,2024-06-22 16:23,Loan,37,72,0
390,707F22,Corporate,2024-06-22 16:20,Deposit,14,35,0
391,194W58,Individual,2024-06-22 16:09,Withdrawal,-3,8,1
392,359W78,Corporate,2024-06-22 15:22,Withdrawal,4,,0
393,349P25,Individual,2024-06-22 14:19,Withdrawal,6,11,0
394,563W82,Individual,2024-06-22 14:11,Withdrawal,4,6,1
395,758F85,Corporate,2024-06-22 13:23,Withdrawal,2,11,1
396,532D34,Corporate,2024-06-22 12:32,Loan,26,42,0
397,408B54,Corporate,2024-06-22 11:15,Loan,24,,0
398,501R34,Individual,2024-06-22 11:04,Deposit,,19,0
399,622J25,Corporate,2024-06-22 9:38,Withdrawal,5,-3,0
400,727D70,Corporate,2024-06-22 9:32,Withdrawal,,13,0
401,917I32,Individual,2024-06-22 9:16,Withdrawal,0,,0
402,160S82,Corporate,2024-06-22 9:13,Loan,242,65,0
403,991M95,Individual,2024-06-22 8:53,Deposit,15,,1
404,564W88,Corporate,2024-06-22 8:53,Withdrawal,11,-9,0
405,742J22,Corporate,2024-06-22 7:07,Deposit,17,2,0
406,371J30,Individual,2024-06-22 6:58,Loan,30,45,0
407,438Y13,Individual,2024-06-22 6:46,Withdrawal,12,,3
408,455Q81,Corporate,2024-06-22 6:38,Loan,28,49,0
409,250P46,Corporate,2024-06-22 6:33,Withdrawal,8,-15,1
410,622D75,Individual,2024-06-22 5:50,Deposit,7,29,1
411,698O88,Corporate,2024-06-22 5:25,Withdrawal,1,6,0
412,595F99,Corporate,2024-06-22 5:19,Withdrawal,,20,2
413,548K30,Corporate,2024-06-22 5:06,Loan,20,796,1
414,272U85,Corporate,2024-06-22 4:05,Deposit,16,24,0
415,318D23,Corporate,2024-06-22 3:57,Deposit,17,26,0
416,650D56,Corporate,2024-06-22 3:48,Withdrawal,7,,0
417,915P88,Individual,2024-06-22 3:38,Loan,,30,0
418,475K68,Individual,2024-06-22 3:17,Withdrawal,-1,5,0
419,183N61,Corporate,2024-06-22 3:01,Loan,33,68,0
420,111U40,Individual,2024-06-22 2:41,Withdrawal,-3,6,0
421,131K66,Corporate,2024-06-22 2:29,Withdrawal,114,19,0
422,433S76,Individual,2024-06-22 2:28,Loan,27,51,2
423,191A12,Individual,2024-06-22 2:16,Withdrawal,0,28,0
424,207Y45,Corporate,2024-06-22 2:07,Deposit,20,19,0
425,516G72,Corporate,2024-06-22 1:43,Deposit,12,39,0
426,817W80,Corporate,2024-06-22 1:38,Loan,32,57,1
427,204T36,Corporate,2024-06-22 1:27,Loan,34,40,0
428,762N50,Corporate,2024-06-22 0:47,Withdrawal,0,,0
429,298A27,Individual,2024-06-22 0:41,Withdrawal,-1,-6,0
430,488W83,Corporate,2024-06-21 23:37,Deposit,15,21,0
431,513U25,Corporate,2024-06-21 23:36,Loan,30,51,0
432,433S38,Corporate,2024-06-21 23:31,Loan,38,33,1
433,108M68,Individual,2024-06-21 23:30,Deposit,10,12,0
434,513K16,Individual,2024-06-21 22:46,Loan,39,188,0
435,293N99,Corporate,2024-06-21 22:45,Withdrawal,9,24,0
436,937B74,Corporate,2024-06-21 22:20,Loan,,42,0
437,372U48,Individual,2024-06-21 21:59,Loan,35,,1
438,397T25,Corporate,2024-06-21 21:53,Withdrawal,9,13,0
439,127R66,Corporate,2024-06-21 21:29,Withdrawal,7,22,2
440,737V54,Corporate,2024-06-21 20:39,Deposit,7,36,0
